district,Latitude,Longitude,Province,year,Months,temp.max,temp.min,rainfall,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,9,21.4,12.4,170.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,10,23.1,14.5,72,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,11,23.7,14.6,159.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,12,26.6,17.3,42,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,1,25.9,16.2,58.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,2,25.1,16.7,51.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,3,25.1,16.4,121.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,4,23.9,14.7,69.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,5,22.1,12.4,11.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,6,20.3,10.7,80.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,7,19.3,10.2,108.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,8,21,11,44.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,9,20.7,12.2,147,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,10,22.4,13.1,29.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,11,23,14.3,29.9,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2016,12,26.7,16.7,54.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,1,25.4,16.6,115.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,2,26.1,16.9,57.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,3,24.7,15.6,34.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,4,23.3,13.8,46.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,5,20.7,12,17.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,6,21.2,11.1,14.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,7,20.8,10.6,77.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,8,20,11,185.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,9,22,12,55.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,10,21.7,12.2,97.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,11,22.3,13.5,108.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2017,12,23.6,14.9,36.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,1,26.1,17.8,71.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,2,24,15.5,43,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,3,24.3,16.4,54.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,4,22.7,14,40.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,5,22.9,12.9,48,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,6,21.8,11.3,54.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,7,23.1,11.8,71.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,8,18.7,10.3,65.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,9,19.7,11,324,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,10,22.5,13.6,38.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,11,21.9,13.2,150.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2018,12,26,17.1,39.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,1,25.2,17,43,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,2,24.6,16.4,32.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,3,24.6,16.9,106,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,4,21.5,14.7,45.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,5,22.2,12.8,36,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,6,20.8,11.2,34.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,7,20.8,10.8,62.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,8,20.7,11.1,28,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,9,22.6,13.1,111.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,10,22.3,13.6,112.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,11,23.3,15.2,104.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2019,12,24.4,15.5,40,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,1,24.5,17.2,88.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,2,25.5,17.3,62.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,3,23,15.1,28.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,4,23.5,14.3,32,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,5,21.9,12.6,93.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,6,22.2,11.9,33.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,7,21,10.3,51.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,8,19,10,166.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,9,20.9,11.4,31,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,10,21,12.8,84.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,11,22.7,14.3,100.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2020,12,24,16.1,67,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,1,25.3,17,61,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,2,26.1,17.6,17.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,3,25.1,16.2,63.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,4,20.6,13,40.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,5,21.3,12.4,108.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,6,23,12.2,21,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,7,19.6,8.8,83.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,8,19.6,9.9,149,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,9,20.9,11.8,21,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,10,21.6,12.3,49.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,11,22.6,14.2,175.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2021,12,22.7,15,89.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,1,24.5,15.8,4.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,2,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,3,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,4,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,5,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,6,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,7,NA,NA,19.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,8,NA,NA,80.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,9,NA,NA,40.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,10,NA,NA,69,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,11,NA,NA,64,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2022,12,NA,NA,15,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,1,NA,NA,NA,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,2,NA,NA,NA,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,3,NA,NA,NA,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,4,NA,NA,NA,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,5,NA,NA,NA,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,6,19.1,11.2,19.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,7,18,9.7,80.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,8,18.5,11.8,40.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,9,18.9,12.2,69,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,10,20.1,13.7,64,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,11,22.3,17,15,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2004,12,23.3,18,138,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,1,22.6,17.2,31.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,2,22.7,17.5,12.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,3,21.8,16.2,57,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,4,19.8,14.6,71.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,5,20.7,13.4,59.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,6,17.6,10.9,30,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,7,19.3,12.3,6.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,8,18.7,10.6,26.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,9,18.6,12.6,17,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,10,20.1,13.9,17.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,11,21.4,15.5,94.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2005,12,22.4,16.4,32.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,1,22.6,18.4,46.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,2,23.2,18.1,8.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,3,22.3,16,12,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,4,20.7,15,70.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,5,18.5,12.2,13.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,6,19.2,11.5,51,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,7,18.3,10.9,31.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,8,16.9,11.3,200,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,9,17.6,12.8,16.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,10,19,13.7,54.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,11,20.6,15.5,27.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2006,12,22,17.1,12,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,1,24.1,18.7,18.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,2,23.5,18.5,32.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,3,22.3,17,172.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,4,19.3,13.7,41,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,5,20.5,13,106.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,6,20.5,11.7,38.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,7,18.1,10.3,50.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,8,19.1,11.3,125.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,9,18.8,12.9,28.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,10,18.9,14,35.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,11,20.7,14.4,56.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2007,12,21.4,16.8,59.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,1,22,17.3,43,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,2,22.3,17.4,17.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,3,22.2,16.5,21.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,4,19.5,13.8,92,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,5,20.8,13.8,12,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,6,18.1,10.8,52.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,7,18,10.2,16.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,8,17.7,10.9,60.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,9,17.7,10.1,25.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,10,18.9,13.9,39.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,11,18.9,14.5,116.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2008,12,21.7,16.1,3,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,1,22.4,17,6.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,2,22.3,17.1,45.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,3,21,15.9,7.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,4,21.1,15.7,37.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,5,19.3,13.4,19.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,6,18.6,12,69,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,7,19.8,11.2,86,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,8,18.2,11.4,26.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,9,17.3,11.8,30.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,10,17.5,13.2,41.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,11,19,13.6,17.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2009,12,20.1,14.9,23.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,1,22.2,17.5,10.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,2,23.4,18.1,5.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,3,21.1,15.8,36.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,4,20.1,14.9,59.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,5,20.3,13.7,23,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,6,18.7,11.2,85.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,7,19.8,11.2,55.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,8,18,11.6,5,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,9,18.1,12.6,8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,10,18.1,13.9,94.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,11,20.2,15.9,14,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2010,12,20.9,16.7,51,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,1,21,16.3,24.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,2,20.9,15.9,26.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,3,21.3,16.2,82,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,4,20.1,14.7,27.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,5,18.9,13.4,170,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,6,17.6,11,168.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,7,16.7,10.4,173.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,8,17.2,10.4,70.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,9,17.6,12.2,22.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,10,19.2,13.4,47,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,11,19.6,14,79.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2011,12,20.8,15.7,31,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,1,24.1,19,6.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,2,21.9,16.6,38.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,3,22.2,17.3,33.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,4,20.5,13.8,35.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,5,18.7,12.1,13.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,6,17.5,11.1,212.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,7,17.6,10.2,176.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,8,17.2,9.8,97.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,9,17.8,12.2,51.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,10,17.6,13,167.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,11,19.4,14.1,18,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2012,12,21.6,16.7,28.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,1,22.7,17.4,30,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,2,23,16.9,18.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,3,21.7,16.7,19.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,4,19.8,13.6,62.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,5,20,13,33.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,6,19.4,10.6,32.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,7,17.8,11.3,45.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,8,18,10.5,77,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,9,18,11,26,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,10,19.9,14.4,128.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,11,20.7,16.2,37,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2013,12,21.5,16.3,16.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,1,24.3,19.1,16.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,2,22.9,17.7,32.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,3,21.6,15.6,45.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,4,20,14.3,104.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,5,20.3,13.3,62.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,6,18.9,10.2,61.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,7,18.1,10.9,72.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,8,18,12.3,26.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,9,19,13.1,44.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,10,18.8,14.6,12.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,11,18.9,14.5,112.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2014,12,21.7,17,22.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,1,23.8,18,71.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,2,22.1,17.3,48.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,3,21,15.4,40,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,4,18.7,13.5,47.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,5,20,13.2,13.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,6,18.5,10.5,31.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,7,17.2,10.8,108.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,8,19.1,12.1,98.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,9,19.1,12.7,58.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,10,20.5,14.6,25.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,11,21.5,14.8,78.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2015,12,24.2,17.4,7.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,1,24.7,17.7,4.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,2,22.9,16.1,19.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,3,22.8,16.7,143.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,4,22.3,15.3,18.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,5,20.5,12.5,7,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,6,20.1,10.7,43.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,7,18,10.7,107.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,8,19.7,11.3,109.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,9,18.5,12.3,45.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,10,19.8,13.9,17.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,11,21.2,14.9,7.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2016,12,23.9,17.1,10.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,1,23.3,17.1,12,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,2,23.3,17.1,15.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,3,22.4,15.6,21.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,4,21,15,19.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,5,19,12.4,28.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,6,20.4,10.9,15.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,7,19.8,11.2,24,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,8,18,11.3,107.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,9,19,12.9,31,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,10,19.3,13.1,22.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,11,20.4,14.1,4.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2017,12,21.9,15.9,0.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,1,23.8,17.6,4.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,2,22.2,16.2,20.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,3,24,17.8,113.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,4,23.3,16.2,8.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,5,23.3,14.4,23.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,6,19.9,10.1,19.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,7,20.1,9.6,44.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,8,18.8,11.1,114.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,9,19.4,12.4,86,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,10,20,14.2,8.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,11,20.3,13.9,15,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2018,12,24.4,17.6,13.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,1,24.5,18.1,8.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,2,22.5,16.3,20.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,3,22.8,17.5,25.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,4,20.6,15.2,42.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,5,21.3,14.3,14,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,6,20.9,11.9,72.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,7,20.9,11.9,71.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,8,19.7,11.6,25.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,9,21,14.2,72.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,10,20.3,14,59.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,11,21.6,15.6,36.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2019,12,22.5,16.2,8.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,1,23.4,17.8,25,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,2,23.4,17.2,49.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,3,22.1,15.7,33.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,4,21.7,14.1,10.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,5,20,11.8,79,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,6,20.2,10.7,69.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,7,19.1,9.5,66.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,8,17.6,8.9,213.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,9,18.1,10.6,43.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,10,19.5,12.8,40.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,11,21.1,14.4,24.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2020,12,22.7,16.5,34.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,1,23.4,17,12.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,2,24.8,17.9,22.4,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,3,23.6,17,33.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,4,19.5,13.5,17.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,5,20.4,12.5,123.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,6,21.8,12.2,32,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,7,18.8,9.4,137.2,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,8,18.4,10.1,61.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,9,19.1,12.5,65,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,10,19.7,13.5,42.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,11,21.1,15,52.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2021,12,21.1,14.9,25.8,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2022,1,23.1,16.5,6.6,
Cape St. Francis,-34.21,24.84,EASTERN CAPE,2022,2,24.2,17,25.2,
